model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05
medication_type_responsiveness,medicationPLA/PLA:medication_type_groupSSRI/SNRI only,0.05109501030261976,0.3326038218314431,0.15362123628427118,0.8779083915696433,0.878,,FALSE
medication_type_responsiveness,medicationNAL/PLA:medication_type_groupOther/multiple medication,-0.024550328075138392,0.26318919100638716,-0.09328015326641054,0.9256809987281667,0.926,,FALSE
medication_type_responsiveness,medicationPLA/OXT:medication_type_groupOther/multiple medication,0.07838826221311591,0.25865958339334827,0.30305570427641754,0.7618474105061419,0.762,,FALSE
medication_type_responsiveness,medicationPLA/PLA:medication_type_groupOther/multiple medication,-0.03181675035902298,0.2726941659961298,-0.11667558138913225,0.907117141317432,0.907,,FALSE
medication_type_responsiveness,fix.L:medicationNAL/PLA:medication_type_groupSSRI/SNRI only,0.1313403742394283,0.6178461147543649,0.212577810401292,0.8316562805939274,0.832,,FALSE
medication_type_responsiveness,fix.Q:medicationNAL/PLA:medication_type_groupSSRI/SNRI only,-0.020668563716277767,0.6471742203571678,-0.03193663014708935,0.9745225868960576,0.975,,FALSE
medication_type_responsiveness,fix.C:medicationNAL/PLA:medication_type_groupSSRI/SNRI only,-0.009833063958179428,0.6722358581201202,-0.01462740173616621,0.9883294381654857,0.988,,FALSE
medication_type_responsiveness,fix.L:medicationPLA/OXT:medication_type_groupSSRI/SNRI only,-0.04877350849267724,0.6189371632652836,-0.0788020357920766,0.9371900847572888,0.937,,FALSE
medication_type_responsiveness,fix.Q:medicationPLA/OXT:medication_type_groupSSRI/SNRI only,0.2541953112493673,0.6490816990515378,0.3916229830864233,0.6953368036358847,0.695,,FALSE
medication_type_responsiveness,fix.C:medicationPLA/OXT:medication_type_groupSSRI/SNRI only,0.1251161523508832,0.6771007002457696,0.18478219311465685,0.8533998751741395,0.853,,FALSE
medication_type_responsiveness,fix.L:medicationPLA/PLA:medication_type_groupSSRI/SNRI only,-0.1534759393367369,0.6331800800464615,-0.24238908356920377,0.8084786922690975,0.808,,FALSE
medication_type_responsiveness,fix.Q:medicationPLA/PLA:medication_type_groupSSRI/SNRI only,-0.16893495326414548,0.65655542461029,-0.2573049386720394,0.7969433802674115,0.797,,FALSE
medication_type_responsiveness,fix.C:medicationPLA/PLA:medication_type_groupSSRI/SNRI only,0.005188763625744219,0.6782433559028694,0.007650297759035176,0.9938960050740544,0.994,,FALSE
